[0m[ INFO] [1556637638.271162521]: [1;32m---->[0m Transform Fusion Started.[0m
1317402730.643965572, -0.010532, 0.000282414, 0.18491
1317402730.754734029, -0.0120735, 0.00071024, 0.437442
1317402730.885993408, -0.0068428, 0.00122596, 0.731161
1317402730.978355921, -0.00274612, 0.00188791, 1.05221
1317402731.089461005, -0.00550893, 0.00245622, 1.37256
1317402731.159985655, -0.00304453, 0.00331228, 1.69627
1317402731.291311405, 0.00713792, 0.0045644, 2.0443
1317402731.392148217, 0.0152376, 0.00621952, 2.40008
1317402731.503359482, 0.0608603, 0.00812038, 2.78066
1317402731.573931469, 0.0996261, 0.00994975, 3.14691
1317402731.684793791, 0.145995, 0.0118343, 3.54144
1317402731.817436819, 0.207402, 0.0140076, 3.93142
1317402731.918535304, 0.271412, 0.0165073, 4.32283
1317402731.989121381, 0.351867, 0.0192715, 4.73457
1317402732.100218643, 0.435443, 0.0221067, 5.14587
1317402732.232642382, 0.501804, 0.0248927, 5.5762
1317402732.333709517, 0.587016, 0.0279444, 6.03187
1317402732.404373304, 0.69647, 0.0313199, 6.46967
1317402732.515571189, 0.799203, 0.0346358, 6.91091
1317402732.648540812, 0.906232, 0.037991, 7.35106
1317402732.749353110, 1.02049, 0.0415009, 7.8542
1317402732.819905631, 1.12111, 0.045312, 8.41075
1317402732.961450326, 1.23169, 0.0499167, 8.92467
1317402733.062667158, 1.38069, 0.0550715, 9.4481
1317402733.173844031, 1.52927, 0.0605461, 9.97959
1317402733.244494494, 1.66386, 0.066339, 10.5488
1317402733.376000784, 1.83194, 0.0732028, 11.135
1317402733.476996858, 2.02692, 0.081111, 11.7277
1317402733.588190399, 2.20158, 0.0894794, 12.338
1317402733.658890009, 2.38049, 0.0986357, 12.9549
1317402733.790162005, 2.58208, 0.108783, 13.538
1317402733.891378307, 2.84115, 0.11994, 14.0852
1317402734.002512522, 3.07136, 0.132508, 14.6814
1317402734.073159867, 3.32109, 0.146939, 15.3117
1317402734.173896108, 3.56856, 0.163202, 15.9519
1317402734.315888126, 3.8264, 0.181599, 16.5982
1317402734.407143989, 4.03973, 0.202521, 17.2899
1317402734.488263594, 4.29234, 0.226393, 17.9859
1317402734.599357779, 4.55971, 0.252887, 18.6903
1317402734.720743665, 4.82918, 0.280584, 19.3669
1317402734.831724755, 5.10646, 0.312382, 20.0824
1317402734.902417528, 5.39547, 0.345394, 20.7711
1317402735.044109561, 5.71849, 0.383423, 21.5154
1317402735.145179927, 6.01982, 0.422298, 22.2414
1317402735.246665588, 6.35468, 0.464171, 22.9836
1317402735.317339019, 6.68384, 0.509352, 23.7568
1317402735.458882818, 7.02819, 0.555906, 24.5247
1317402735.549809058, 7.36163, 0.604771, 25.3156
1317402735.661880187, 7.72767, 0.654709, 26.0998
1317402735.732570893, 8.07336, 0.704989, 26.8791
1317402735.833280170, 8.4512, 0.757223, 27.6722
1317402735.974768268, 8.84387, 0.810255, 28.463
1317402736.075773293, 9.25271, 0.862494, 29.2241
1317402736.146324495, 9.73367, 0.916527, 29.997
1317402736.257310825, 10.1703, 0.970223, 30.7658
1317402736.389528260, 10.6077, 1.0262, 31.5692
1317402736.490707051, 11.0805, 1.0849, 32.4123
1317402736.561258116, 11.5565, 1.14354, 33.255
1317402736.672272425, 12.038, 1.20068, 34.0779
1317402736.783253739, 12.5559, 1.26212, 34.9683
1317402736.904576663, 13.053, 1.32206, 35.8378
1317402736.985276839, 13.5819, 1.38357, 36.7333
1317402737.086105954, 14.1276, 1.44474, 37.6279
1317402737.217349479, 14.6752, 1.50789, 38.5604
1317402737.308115148, 15.2265, 1.56926, 39.4658
1317402737.398851788, 15.7828, 1.63117, 40.3872
1317402737.499853927, 16.3403, 1.69377, 41.3217
1317402737.641295091, 16.9017, 1.75714, 42.2724
1317402737.742259347, 17.4629, 1.81861, 43.1915
1317402737.812774941, 18.0498, 1.8833, 44.1687
1317402737.923776536, 18.612, 1.94505, 45.1046
1317402738.045102901, 19.162, 2.00599, 46.0345
1317402738.156585511, 19.7041, 2.06149, 46.8732
1317402738.227768322, 20.2705, 2.11893, 47.7532
1317402738.328643939, 20.868, 2.17694, 48.643
1317402738.450129483, 21.4993, 2.23367, 49.5078
1317402738.571543479, 22.1577, 2.29339, 50.4385
1317402738.642213917, 22.728, 2.34851, 51.2978
1317402738.743072232, 23.3317, 2.40552, 52.1899
1317402738.884450335, 24.0045, 2.46192, 53.0708
1317402738.985467541, 24.635, 2.51519, 53.8942
